well,cycle,replicate,pME6032,plasmid,IPTG,OD600_corr
C10,47,c,empty,pQBR57,100,0.699
C10,48,c,empty,pQBR57,100,0.72
C10,49,c,empty,pQBR57,100,0.727
C10,50,c,empty,pQBR57,100,0.745
C10,51,c,empty,pQBR57,100,0.76
C10,52,c,empty,pQBR57,100,0.773
C10,53,c,empty,pQBR57,100,0.785
C10,54,c,empty,pQBR57,100,0.791
C10,55,c,empty,pQBR57,100,0.806
C10,56,c,empty,pQBR57,100,0.818
C10,57,c,empty,pQBR57,100,0.829
C10,58,c,empty,pQBR57,100,0.832
C10,59,c,empty,pQBR57,100,0.839
C10,60,c,empty,pQBR57,100,0.851
C10,61,c,empty,pQBR57,100,0.857
C10,62,c,empty,pQBR57,100,0.865
C10,63,c,empty,pQBR57,100,0.874
C10,64,c,empty,pQBR57,100,0.879
C10,65,c,empty,pQBR57,100,0.888
C10,66,c,empty,pQBR57,100,0.894
C10,67,c,empty,pQBR57,100,0.901
C10,68,c,empty,pQBR57,100,0.907
C10,69,c,empty,pQBR57,100,0.912
C10,70,c,empty,pQBR57,100,0.912
C10,71,c,empty,pQBR57,100,0.925
C10,72,c,empty,pQBR57,100,0.927
C11,1,c,PFLU4242,pQBR57,100,0.004
C11,2,c,PFLU4242,pQBR57,100,0.004
C11,3,c,PFLU4242,pQBR57,100,0.004
C11,4,c,PFLU4242,pQBR57,100,0.004
C11,5,c,PFLU4242,pQBR57,100,0.005
C11,6,c,PFLU4242,pQBR57,100,0.006
C11,7,c,PFLU4242,pQBR57,100,0.006
C11,8,c,PFLU4242,pQBR57,100,0.007
C11,9,c,PFLU4242,pQBR57,100,0.008
C11,10,c,PFLU4242,pQBR57,100,0.008
C11,11,c,PFLU4242,pQBR57,100,0.01
C11,12,c,PFLU4242,pQBR57,100,0.011
C11,13,c,PFLU4242,pQBR57,100,0.012
C11,14,c,PFLU4242,pQBR57,100,0.013
C11,15,c,PFLU4242,pQBR57,100,0.015
C11,16,c,PFLU4242,pQBR57,100,0.017
C11,17,c,PFLU4242,pQBR57,100,0.019
C11,18,c,PFLU4242,pQBR57,100,0.022
C11,19,c,PFLU4242,pQBR57,100,0.024
C11,20,c,PFLU4242,pQBR57,100,0.025
C11,21,c,PFLU4242,pQBR57,100,0.026
C11,22,c,PFLU4242,pQBR57,100,0.028
C11,23,c,PFLU4242,pQBR57,100,0.028
C11,24,c,PFLU4242,pQBR57,100,0.029
C11,25,c,PFLU4242,pQBR57,100,0.029
C11,26,c,PFLU4242,pQBR57,100,0.03
C11,27,c,PFLU4242,pQBR57,100,0.03
C11,28,c,PFLU4242,pQBR57,100,0.03
C11,29,c,PFLU4242,pQBR57,100,0.029
C11,30,c,PFLU4242,pQBR57,100,0.031
C11,31,c,PFLU4242,pQBR57,100,0.031
C11,32,c,PFLU4242,pQBR57,100,0.031
C11,33,c,PFLU4242,pQBR57,100,0.032
C11,34,c,PFLU4242,pQBR57,100,0.033
C11,35,c,PFLU4242,pQBR57,100,0.033
C11,36,c,PFLU4242,pQBR57,100,0.033
C11,37,c,PFLU4242,pQBR57,100,0.035
C11,38,c,PFLU4242,pQBR57,100,0.035
C11,39,c,PFLU4242,pQBR57,100,0.037
C11,40,c,PFLU4242,pQBR57,100,0.038
C11,41,c,PFLU4242,pQBR57,100,0.038
C11,42,c,PFLU4242,pQBR57,100,0.04
C11,43,c,PFLU4242,pQBR57,100,0.041
C11,44,c,PFLU4242,pQBR57,100,0.044
C11,45,c,PFLU4242,pQBR57,100,0.046
C11,46,c,PFLU4242,pQBR57,100,0.05
C11,47,c,PFLU4242,pQBR57,100,0.053
C11,48,c,PFLU4242,pQBR57,100,0.057
C11,49,c,PFLU4242,pQBR57,100,0.059
C11,50,c,PFLU4242,pQBR57,100,0.067
C11,51,c,PFLU4242,pQBR57,100,0.073
C11,52,c,PFLU4242,pQBR57,100,0.084
C11,53,c,PFLU4242,pQBR57,100,0.093
C11,54,c,PFLU4242,pQBR57,100,0.107
C11,55,c,PFLU4242,pQBR57,100,0.119
C11,56,c,PFLU4242,pQBR57,100,0.139
C11,57,c,PFLU4242,pQBR57,100,0.16
C11,58,c,PFLU4242,pQBR57,100,0.195
C11,59,c,PFLU4242,pQBR57,100,0.238
C11,60,c,PFLU4242,pQBR57,100,0.289
C11,61,c,PFLU4242,pQBR57,100,0.326
C11,62,c,PFLU4242,pQBR57,100,0.365
C11,63,c,PFLU4242,pQBR57,100,0.394
C11,64,c,PFLU4242,pQBR57,100,0.42
C11,65,c,PFLU4242,pQBR57,100,0.446
C11,66,c,PFLU4242,pQBR57,100,0.472
C11,67,c,PFLU4242,pQBR57,100,0.5
C11,68,c,PFLU4242,pQBR57,100,0.523
C11,69,c,PFLU4242,pQBR57,100,0.548
C11,70,c,PFLU4242,pQBR57,100,0.575
C11,71,c,PFLU4242,pQBR57,100,0.605
C11,72,c,PFLU4242,pQBR57,100,0.63
C2,1,a,PFLU4242,pQBR57,0,0
C2,2,a,PFLU4242,pQBR57,0,0
C2,3,a,PFLU4242,pQBR57,0,0
C2,4,a,PFLU4242,pQBR57,0,0.001
C2,5,a,PFLU4242,pQBR57,0,0.001
C2,6,a,PFLU4242,pQBR57,0,0.002
C2,7,a,PFLU4242,pQBR57,0,0.002
C2,8,a,PFLU4242,pQBR57,0,0.003
C2,9,a,PFLU4242,pQBR57,0,0.004
C2,10,a,PFLU4242,pQBR57,0,0.005
C2,11,a,PFLU4242,pQBR57,0,0.006
C2,12,a,PFLU4242,pQBR57,0,0.008
C2,13,a,PFLU4242,pQBR57,0,0.01
C2,14,a,PFLU4242,pQBR57,0,0.011
C2,15,a,PFLU4242,pQBR57,0,0.014
C2,16,a,PFLU4242,pQBR57,0,0.017
C2,17,a,PFLU4242,pQBR57,0,0.021
C2,18,a,PFLU4242,pQBR57,0,0.025
C2,19,a,PFLU4242,pQBR57,0,0.03
C2,20,a,PFLU4242,pQBR57,0,0.036
C2,21,a,PFLU4242,pQBR57,0,0.043
C2,22,a,PFLU4242,pQBR57,0,0.052
C2,23,a,PFLU4242,pQBR57,0,0.062
C2,24,a,PFLU4242,pQBR57,0,0.072
C2,25,a,PFLU4242,pQBR57,0,0.085
C2,26,a,PFLU4242,pQBR57,0,0.1
C2,27,a,PFLU4242,pQBR57,0,0.117
C2,28,a,PFLU4242,pQBR57,0,0.138
C2,29,a,PFLU4242,pQBR57,0,0.162
C2,30,a,PFLU4242,pQBR57,0,0.192
C2,31,a,PFLU4242,pQBR57,0,0.226
C2,32,a,PFLU4242,pQBR57,0,0.262
C2,33,a,PFLU4242,pQBR57,0,0.308
C2,34,a,PFLU4242,pQBR57,0,0.344
C2,35,a,PFLU4242,pQBR57,0,0.379
C2,36,a,PFLU4242,pQBR57,0,0.412
C2,37,a,PFLU4242,pQBR57,0,0.446
C2,38,a,PFLU4242,pQBR57,0,0.469
C2,39,a,PFLU4242,pQBR57,0,0.495
C2,40,a,PFLU4242,pQBR57,0,0.52
C2,41,a,PFLU4242,pQBR57,0,0.544
C2,42,a,PFLU4242,pQBR57,0,0.573
C2,43,a,PFLU4242,pQBR57,0,0.602
C2,44,a,PFLU4242,pQBR57,0,0.626
C2,45,a,PFLU4242,pQBR57,0,0.648
C2,46,a,PFLU4242,pQBR57,0,0.672
C2,47,a,PFLU4242,pQBR57,0,0.687
C2,48,a,PFLU4242,pQBR57,0,0.708
C2,49,a,PFLU4242,pQBR57,0,0.719
C2,50,a,PFLU4242,pQBR57,0,0.738
C2,51,a,PFLU4242,pQBR57,0,0.752
C2,52,a,PFLU4242,pQBR57,0,0.765
C2,53,a,PFLU4242,pQBR57,0,0.775
C2,54,a,PFLU4242,pQBR57,0,0.787
C2,55,a,PFLU4242,pQBR57,0,0.8
C2,56,a,PFLU4242,pQBR57,0,0.812
C2,57,a,PFLU4242,pQBR57,0,0.82
C2,58,a,PFLU4242,pQBR57,0,0.826
C2,59,a,PFLU4242,pQBR57,0,0.836
C2,60,a,PFLU4242,pQBR57,0,0.845
C2,61,a,PFLU4242,pQBR57,0,0.853
C2,62,a,PFLU4242,pQBR57,0,0.861
C2,63,a,PFLU4242,pQBR57,0,0.87
C2,64,a,PFLU4242,pQBR57,0,0.871
C2,65,a,PFLU4242,pQBR57,0,0.878
C2,66,a,PFLU4242,pQBR57,0,0.886
C2,67,a,PFLU4242,pQBR57,0,0.894
C2,68,a,PFLU4242,pQBR57,0,0.897
C2,69,a,PFLU4242,pQBR57,0,0.901
C2,70,a,PFLU4242,pQBR57,0,0.911
C2,71,a,PFLU4242,pQBR57,0,0.914
C2,72,a,PFLU4242,pQBR57,0,0.918
C4,1,a,empty,pQBR57,100,0.001
C4,2,a,empty,pQBR57,100,0.002
C4,3,a,empty,pQBR57,100,0.002
C4,4,a,empty,pQBR57,100,0.002
C4,5,a,empty,pQBR57,100,0.003
C4,6,a,empty,pQBR57,100,0.004
C4,7,a,empty,pQBR57,100,0.004
C4,8,a,empty,pQBR57,100,0.005
C4,9,a,empty,pQBR57,100,0.006
C4,10,a,empty,pQBR57,100,0.006
C4,11,a,empty,pQBR57,100,0.008
C4,12,a,empty,pQBR57,100,0.009
C4,13,a,empty,pQBR57,100,0.01
C4,14,a,empty,pQBR57,100,0.012
C4,15,a,empty,pQBR57,100,0.017
C4,16,a,empty,pQBR57,100,0.02
C4,17,a,empty,pQBR57,100,0.024
C4,18,a,empty,pQBR57,100,0.029
C4,19,a,empty,pQBR57,100,0.037
C4,20,a,empty,pQBR57,100,0.044
C4,21,a,empty,pQBR57,100,0.053
C4,22,a,empty,pQBR57,100,0.063
C4,23,a,empty,pQBR57,100,0.072
C4,24,a,empty,pQBR57,100,0.082
C4,25,a,empty,pQBR57,100,0.091
C4,26,a,empty,pQBR57,100,0.112
C4,27,a,empty,pQBR57,100,0.132
C4,28,a,empty,pQBR57,100,0.16
C4,29,a,empty,pQBR57,100,0.193
C4,30,a,empty,pQBR57,100,0.247
C4,31,a,empty,pQBR57,100,0.298
C4,32,a,empty,pQBR57,100,0.358
C4,33,a,empty,pQBR57,100,0.398
C4,34,a,empty,pQBR57,100,0.439
C4,35,a,empty,pQBR57,100,0.478
C4,36,a,empty,pQBR57,100,0.506
C4,37,a,empty,pQBR57,100,0.532
C4,38,a,empty,pQBR57,100,0.561
C4,39,a,empty,pQBR57,100,0.586
C4,40,a,empty,pQBR57,100,0.62
C4,41,a,empty,pQBR57,100,0.643
C4,42,a,empty,pQBR57,100,0.668
C4,43,a,empty,pQBR57,100,0.691
C4,44,a,empty,pQBR57,100,0.711
C4,45,a,empty,pQBR57,100,0.728
C4,46,a,empty,pQBR57,100,0.745
C4,47,a,empty,pQBR57,100,0.762
C4,48,a,empty,pQBR57,100,0.775
C4,49,a,empty,pQBR57,100,0.783
C4,50,a,empty,pQBR57,100,0.805
C4,51,a,empty,pQBR57,100,0.81
C4,52,a,empty,pQBR57,100,0.823
C4,53,a,empty,pQBR57,100,0.832
C4,54,a,empty,pQBR57,100,0.84
C4,55,a,empty,pQBR57,100,0.855
C4,56,a,empty,pQBR57,100,0.861
C4,57,a,empty,pQBR57,100,0.872
C4,58,a,empty,pQBR57,100,0.874
C4,59,a,empty,pQBR57,100,0.883
C4,60,a,empty,pQBR57,100,0.891
C4,61,a,empty,pQBR57,100,0.901
C4,62,a,empty,pQBR57,100,0.907
C4,63,a,empty,pQBR57,100,0.914
C4,64,a,empty,pQBR57,100,0.916
C4,65,a,empty,pQBR57,100,0.926
C4,66,a,empty,pQBR57,100,0.93
C4,67,a,empty,pQBR57,100,0.937
C4,68,a,empty,pQBR57,100,0.939
C4,69,a,empty,pQBR57,100,0.944
C4,70,a,empty,pQBR57,100,0.947
C4,71,a,empty,pQBR57,100,0.952
C4,72,a,empty,pQBR57,100,0.955
C5,1,a,PFLU4242,pQBR57,100,0.001
C5,2,a,PFLU4242,pQBR57,100,0.002
C5,3,a,PFLU4242,pQBR57,100,0.003
C5,4,a,PFLU4242,pQBR57,100,0.002
C5,5,a,PFLU4242,pQBR57,100,0.003
C5,6,a,PFLU4242,pQBR57,100,0.004
C5,7,a,PFLU4242,pQBR57,100,0.004
C5,8,a,PFLU4242,pQBR57,100,0.005
C5,9,a,PFLU4242,pQBR57,100,0.005
C5,10,a,PFLU4242,pQBR57,100,0.006
C5,11,a,PFLU4242,pQBR57,100,0.008
C5,12,a,PFLU4242,pQBR57,100,0.009
C5,13,a,PFLU4242,pQBR57,100,0.01
C5,14,a,PFLU4242,pQBR57,100,0.011
C5,15,a,PFLU4242,pQBR57,100,0.014
C5,16,a,PFLU4242,pQBR57,100,0.014
C5,17,a,PFLU4242,pQBR57,100,0.016
C5,18,a,PFLU4242,pQBR57,100,0.018
C5,19,a,PFLU4242,pQBR57,100,0.019
C5,20,a,PFLU4242,pQBR57,100,0.018
C5,21,a,PFLU4242,pQBR57,100,0.02
C5,22,a,PFLU4242,pQBR57,100,0.02
C5,23,a,PFLU4242,pQBR57,100,0.021
C5,24,a,PFLU4242,pQBR57,100,0.022
C5,25,a,PFLU4242,pQBR57,100,0.021
C5,26,a,PFLU4242,pQBR57,100,0.021
C5,27,a,PFLU4242,pQBR57,100,0.022
C5,28,a,PFLU4242,pQBR57,100,0.023
C5,29,a,PFLU4242,pQBR57,100,0.021
C5,30,a,PFLU4242,pQBR57,100,0.022
C5,31,a,PFLU4242,pQBR57,100,0.022
C5,32,a,PFLU4242,pQBR57,100,0.022
C5,33,a,PFLU4242,pQBR57,100,0.023
C5,34,a,PFLU4242,pQBR57,100,0.024
C5,35,a,PFLU4242,pQBR57,100,0.025
C5,36,a,PFLU4242,pQBR57,100,0.026
C5,37,a,PFLU4242,pQBR57,100,0.027
C5,38,a,PFLU4242,pQBR57,100,0.028
C5,39,a,PFLU4242,pQBR57,100,0.03
C5,40,a,PFLU4242,pQBR57,100,0.032
C5,41,a,PFLU4242,pQBR57,100,0.036
C5,42,a,PFLU4242,pQBR57,100,0.038
C5,43,a,PFLU4242,pQBR57,100,0.042
C5,44,a,PFLU4242,pQBR57,100,0.045
C5,45,a,PFLU4242,pQBR57,100,0.05
C5,46,a,PFLU4242,pQBR57,100,0.054
C5,47,a,PFLU4242,pQBR57,100,0.062
C5,48,a,PFLU4242,pQBR57,100,0.071
C5,49,a,PFLU4242,pQBR57,100,0.08
C5,50,a,PFLU4242,pQBR57,100,0.094
C5,51,a,PFLU4242,pQBR57,100,0.111
C5,52,a,PFLU4242,pQBR57,100,0.133
C5,53,a,PFLU4242,pQBR57,100,0.16
C5,54,a,PFLU4242,pQBR57,100,0.191
C5,55,a,PFLU4242,pQBR57,100,0.241
C5,56,a,PFLU4242,pQBR57,100,0.297
C5,57,a,PFLU4242,pQBR57,100,0.341
C5,58,a,PFLU4242,pQBR57,100,0.386
C5,59,a,PFLU4242,pQBR57,100,0.427
C5,60,a,PFLU4242,pQBR57,100,0.458
C5,61,a,PFLU4242,pQBR57,100,0.49
C5,62,a,PFLU4242,pQBR57,100,0.522
C5,63,a,PFLU4242,pQBR57,100,0.549
C5,64,a,PFLU4242,pQBR57,100,0.583
C5,65,a,PFLU4242,pQBR57,100,0.611
C5,66,a,PFLU4242,pQBR57,100,0.639
C5,67,a,PFLU4242,pQBR57,100,0.66
C5,68,a,PFLU4242,pQBR57,100,0.684
C5,69,a,PFLU4242,pQBR57,100,0.703
C5,70,a,PFLU4242,pQBR57,100,0.722
C5,71,a,PFLU4242,pQBR57,100,0.736
C5,72,a,PFLU4242,pQBR57,100,0.749
C7,1,c,empty,pQBR57,0,0
C7,2,c,empty,pQBR57,0,-0.001
C7,3,c,empty,pQBR57,0,0
C7,4,c,empty,pQBR57,0,0
C7,5,c,empty,pQBR57,0,0
C7,6,c,empty,pQBR57,0,0.001
C7,7,c,empty,pQBR57,0,0.001
C7,8,c,empty,pQBR57,0,0.001
C7,9,c,empty,pQBR57,0,0.002
C7,10,c,empty,pQBR57,0,0.003
C7,11,c,empty,pQBR57,0,0.003
C7,12,c,empty,pQBR57,0,0.004
C7,13,c,empty,pQBR57,0,0.005
C7,14,c,empty,pQBR57,0,0.007
C7,15,c,empty,pQBR57,0,0.009
C7,16,c,empty,pQBR57,0,0.011
C7,17,c,empty,pQBR57,0,0.014
C7,18,c,empty,pQBR57,0,0.019
C7,19,c,empty,pQBR57,0,0.022
C7,20,c,empty,pQBR57,0,0.028
C7,21,c,empty,pQBR57,0,0.035
C7,22,c,empty,pQBR57,0,0.042
C7,23,c,empty,pQBR57,0,0.053
C7,24,c,empty,pQBR57,0,0.063
C7,25,c,empty,pQBR57,0,0.074
C7,26,c,empty,pQBR57,0,0.087
C7,27,c,empty,pQBR57,0,0.103
C7,28,c,empty,pQBR57,0,0.122
C7,29,c,empty,pQBR57,0,0.146
C7,30,c,empty,pQBR57,0,0.176
C7,31,c,empty,pQBR57,0,0.211
C7,32,c,empty,pQBR57,0,0.248
C7,33,c,empty,pQBR57,0,0.295
C7,34,c,empty,pQBR57,0,0.333
C7,35,c,empty,pQBR57,0,0.37
C7,36,c,empty,pQBR57,0,0.403
C7,37,c,empty,pQBR57,0,0.436
C7,38,c,empty,pQBR57,0,0.464
C7,39,c,empty,pQBR57,0,0.486
C7,40,c,empty,pQBR57,0,0.509
C7,41,c,empty,pQBR57,0,0.531
C7,42,c,empty,pQBR57,0,0.553
C7,43,c,empty,pQBR57,0,0.581
C7,44,c,empty,pQBR57,0,0.602
C7,45,c,empty,pQBR57,0,0.623
C7,46,c,empty,pQBR57,0,0.645
C7,47,c,empty,pQBR57,0,0.663
C7,48,c,empty,pQBR57,0,0.677
C7,49,c,empty,pQBR57,0,0.687
C7,50,c,empty,pQBR57,0,0.71
C7,51,c,empty,pQBR57,0,0.719
C7,52,c,empty,pQBR57,0,0.736
C7,53,c,empty,pQBR57,0,0.747
C7,54,c,empty,pQBR57,0,0.755
C7,55,c,empty,pQBR57,0,0.77
C7,56,c,empty,pQBR57,0,0.78
C7,57,c,empty,pQBR57,0,0.788
C7,58,c,empty,pQBR57,0,0.796
C7,59,c,empty,pQBR57,0,0.802
C7,60,c,empty,pQBR57,0,0.816
C7,61,c,empty,pQBR57,0,0.822
C7,62,c,empty,pQBR57,0,0.83
C7,63,c,empty,pQBR57,0,0.84
C7,64,c,empty,pQBR57,0,0.842
C7,65,c,empty,pQBR57,0,0.852
C7,66,c,empty,pQBR57,0,0.863
C7,67,c,empty,pQBR57,0,0.867
C7,68,c,empty,pQBR57,0,0.879
C7,69,c,empty,pQBR57,0,0.887
C7,70,c,empty,pQBR57,0,0.892
C7,71,c,empty,pQBR57,0,0.898
C7,72,c,empty,pQBR57,0,0.899
C8,1,c,PFLU4242,pQBR57,0,0.001
C8,2,c,PFLU4242,pQBR57,0,0
C8,3,c,PFLU4242,pQBR57,0,0
C8,4,c,PFLU4242,pQBR57,0,0.001
C8,5,c,PFLU4242,pQBR57,0,0.001
C8,6,c,PFLU4242,pQBR57,0,0.002
C8,7,c,PFLU4242,pQBR57,0,0.002
C8,8,c,PFLU4242,pQBR57,0,0.002
C8,9,c,PFLU4242,pQBR57,0,0.003
C8,10,c,PFLU4242,pQBR57,0,0.004
C8,11,c,PFLU4242,pQBR57,0,0.005
C8,12,c,PFLU4242,pQBR57,0,0.007
C8,13,c,PFLU4242,pQBR57,0,0.009
C8,14,c,PFLU4242,pQBR57,0,0.011
C8,15,c,PFLU4242,pQBR57,0,0.015
C8,16,c,PFLU4242,pQBR57,0,0.017
C8,17,c,PFLU4242,pQBR57,0,0.021
C8,18,c,PFLU4242,pQBR57,0,0.027
C8,19,c,PFLU4242,pQBR57,0,0.032
C8,20,c,PFLU4242,pQBR57,0,0.04
C8,21,c,PFLU4242,pQBR57,0,0.049
C8,22,c,PFLU4242,pQBR57,0,0.058
C8,23,c,PFLU4242,pQBR57,0,0.07
C8,24,c,PFLU4242,pQBR57,0,0.083
C8,25,c,PFLU4242,pQBR57,0,0.096
C8,26,c,PFLU4242,pQBR57,0,0.113
C8,27,c,PFLU4242,pQBR57,0,0.134
C8,28,c,PFLU4242,pQBR57,0,0.16
C8,29,c,PFLU4242,pQBR57,0,0.191
C8,30,c,PFLU4242,pQBR57,0,0.227
C8,31,c,PFLU4242,pQBR57,0,0.261
C8,32,c,PFLU4242,pQBR57,0,0.309
C8,33,c,PFLU4242,pQBR57,0,0.343
C8,34,c,PFLU4242,pQBR57,0,0.372
C8,35,c,PFLU4242,pQBR57,0,0.403
C8,36,c,PFLU4242,pQBR57,0,0.435
C8,37,c,PFLU4242,pQBR57,0,0.458
C8,38,c,PFLU4242,pQBR57,0,0.484
C8,39,c,PFLU4242,pQBR57,0,0.506
C8,40,c,PFLU4242,pQBR57,0,0.529
C8,41,c,PFLU4242,pQBR57,0,0.549
C8,42,c,PFLU4242,pQBR57,0,0.571
C8,43,c,PFLU4242,pQBR57,0,0.599
C8,44,c,PFLU4242,pQBR57,0,0.621
C8,45,c,PFLU4242,pQBR57,0,0.638
C8,46,c,PFLU4242,pQBR57,0,0.655
C8,47,c,PFLU4242,pQBR57,0,0.676
C8,48,c,PFLU4242,pQBR57,0,0.691
C8,49,c,PFLU4242,pQBR57,0,0.7
C8,50,c,PFLU4242,pQBR57,0,0.718
C8,51,c,PFLU4242,pQBR57,0,0.729
C8,52,c,PFLU4242,pQBR57,0,0.744
C8,53,c,PFLU4242,pQBR57,0,0.75
C8,54,c,PFLU4242,pQBR57,0,0.762
C8,55,c,PFLU4242,pQBR57,0,0.774
C8,56,c,PFLU4242,pQBR57,0,0.783
C8,57,c,PFLU4242,pQBR57,0,0.79
C8,58,c,PFLU4242,pQBR57,0,0.797
C8,59,c,PFLU4242,pQBR57,0,0.803
C8,60,c,PFLU4242,pQBR57,0,0.818
C8,61,c,PFLU4242,pQBR57,0,0.822
C8,62,c,PFLU4242,pQBR57,0,0.829
C8,63,c,PFLU4242,pQBR57,0,0.837
C8,64,c,PFLU4242,pQBR57,0,0.842
C8,65,c,PFLU4242,pQBR57,0,0.848
C8,66,c,PFLU4242,pQBR57,0,0.854
C8,67,c,PFLU4242,pQBR57,0,0.858
C8,68,c,PFLU4242,pQBR57,0,0.866
C8,69,c,PFLU4242,pQBR57,0,0.869
C8,70,c,PFLU4242,pQBR57,0,0.875
C8,71,c,PFLU4242,pQBR57,0,0.881
C8,72,c,PFLU4242,pQBR57,0,0.885
D1,1,a,empty,pQBR103,0,0.001
D1,2,a,empty,pQBR103,0,0
D1,3,a,empty,pQBR103,0,0
D1,4,a,empty,pQBR103,0,0.001
D1,5,a,empty,pQBR103,0,0.001
D1,6,a,empty,pQBR103,0,0.002
D1,7,a,empty,pQBR103,0,0.003
D1,8,a,empty,pQBR103,0,0.003
D1,9,a,empty,pQBR103,0,0.004
D1,10,a,empty,pQBR103,0,0.006
D1,11,a,empty,pQBR103,0,0.007
D1,12,a,empty,pQBR103,0,0.009
D1,13,a,empty,pQBR103,0,0.011
D1,14,a,empty,pQBR103,0,0.014
D1,15,a,empty,pQBR103,0,0.017
D1,16,a,empty,pQBR103,0,0.02
D1,17,a,empty,pQBR103,0,0.025
D1,18,a,empty,pQBR103,0,0.031
D1,19,a,empty,pQBR103,0,0.037
D1,20,a,empty,pQBR103,0,0.044
D1,21,a,empty,pQBR103,0,0.053
D1,22,a,empty,pQBR103,0,0.063
D1,23,a,empty,pQBR103,0,0.075
D1,24,a,empty,pQBR103,0,0.088
D1,25,a,empty,pQBR103,0,0.104
D1,26,a,empty,pQBR103,0,0.122
D1,27,a,empty,pQBR103,0,0.146
D1,28,a,empty,pQBR103,0,0.174
D1,29,a,empty,pQBR103,0,0.209
D1,30,a,empty,pQBR103,0,0.246
D1,31,a,empty,pQBR103,0,0.286
D1,32,a,empty,pQBR103,0,0.337
D1,33,a,empty,pQBR103,0,0.375
D1,34,a,empty,pQBR103,0,0.408
D1,35,a,empty,pQBR103,0,0.441
D1,36,a,empty,pQBR103,0,0.472
D1,37,a,empty,pQBR103,0,0.499
D1,38,a,empty,pQBR103,0,0.528
D1,39,a,empty,pQBR103,0,0.552
D1,40,a,empty,pQBR103,0,0.58
D1,41,a,empty,pQBR103,0,0.607
D1,42,a,empty,pQBR103,0,0.634
D1,43,a,empty,pQBR103,0,0.659
D1,44,a,empty,pQBR103,0,0.684
D1,45,a,empty,pQBR103,0,0.701
D1,46,a,empty,pQBR103,0,0.723
D1,47,a,empty,pQBR103,0,0.737
D1,48,a,empty,pQBR103,0,0.755
D1,49,a,empty,pQBR103,0,0.764
D1,50,a,empty,pQBR103,0,0.778
D1,51,a,empty,pQBR103,0,0.789
D1,52,a,empty,pQBR103,0,0.799
D1,53,a,empty,pQBR103,0,0.81
D1,54,a,empty,pQBR103,0,0.819
D1,55,a,empty,pQBR103,0,0.83
D1,56,a,empty,pQBR103,0,0.845
D1,57,a,empty,pQBR103,0,0.857
D1,58,a,empty,pQBR103,0,0.858
D1,59,a,empty,pQBR103,0,0.867
D1,60,a,empty,pQBR103,0,0.873
D1,61,a,empty,pQBR103,0,0.884
D1,62,a,empty,pQBR103,0,0.888
D1,63,a,empty,pQBR103,0,0.896
D1,64,a,empty,pQBR103,0,0.9
D1,65,a,empty,pQBR103,0,0.908
D1,66,a,empty,pQBR103,0,0.913
D1,67,a,empty,pQBR103,0,0.919
D1,68,a,empty,pQBR103,0,0.922
D1,69,a,empty,pQBR103,0,0.929
D1,70,a,empty,pQBR103,0,0.934
D1,71,a,empty,pQBR103,0,0.94
D1,72,a,empty,pQBR103,0,0.945
D10,1,c,empty,pQBR103,100,0.002
D10,2,c,empty,pQBR103,100,0.002
D10,3,c,empty,pQBR103,100,0.002
D10,4,c,empty,pQBR103,100,0.003
D10,5,c,empty,pQBR103,100,0.003
D10,6,c,empty,pQBR103,100,0.003
D10,7,c,empty,pQBR103,100,0.004
D10,8,c,empty,pQBR103,100,0.004
D10,9,c,empty,pQBR103,100,0.005
D10,10,c,empty,pQBR103,100,0.005
D10,11,c,empty,pQBR103,100,0.005
D10,12,c,empty,pQBR103,100,0.007
D10,13,c,empty,pQBR103,100,0.007
D10,14,c,empty,pQBR103,100,0.008
D10,15,c,empty,pQBR103,100,0.01
D10,16,c,empty,pQBR103,100,0.012
D10,17,c,empty,pQBR103,100,0.015
D10,18,c,empty,pQBR103,100,0.019
D10,19,c,empty,pQBR103,100,0.023
D10,20,c,empty,pQBR103,100,0.029
D10,21,c,empty,pQBR103,100,0.033
D10,22,c,empty,pQBR103,100,0.041
D10,23,c,empty,pQBR103,100,0.05
D10,24,c,empty,pQBR103,100,0.058
D10,25,c,empty,pQBR103,100,0.07
D10,26,c,empty,pQBR103,100,0.083
D10,27,c,empty,pQBR103,100,0.101
D10,28,c,empty,pQBR103,100,0.119
D10,29,c,empty,pQBR103,100,0.14
D10,30,c,empty,pQBR103,100,0.173
D10,31,c,empty,pQBR103,100,0.208
D10,32,c,empty,pQBR103,100,0.261
D10,33,c,empty,pQBR103,100,0.313
D10,34,c,empty,pQBR103,100,0.373
D10,35,c,empty,pQBR103,100,0.41
D10,36,c,empty,pQBR103,100,0.449
D10,37,c,empty,pQBR103,100,0.485
D10,38,c,empty,pQBR103,100,0.508
D10,39,c,empty,pQBR103,100,0.531
D10,40,c,empty,pQBR103,100,0.557
D10,41,c,empty,pQBR103,100,0.579
D10,42,c,empty,pQBR103,100,0.607
D10,43,c,empty,pQBR103,100,0.633
D10,44,c,empty,pQBR103,100,0.655
D10,45,c,empty,pQBR103,100,0.672
D10,46,c,empty,pQBR103,100,0.698
D10,47,c,empty,pQBR103,100,0.715
D10,48,c,empty,pQBR103,100,0.733
D10,49,c,empty,pQBR103,100,0.745
D10,50,c,empty,pQBR103,100,0.764
D10,51,c,empty,pQBR103,100,0.775
D10,52,c,empty,pQBR103,100,0.788
D10,53,c,empty,pQBR103,100,0.803
